show,season,episode,character,line,line_no
Dawson's Creek,1,2,Joey,"I'm not a very good dancer, Anderson. And I prefer Boulay (sp?). I'm an East side girl.",3359
Dawson's Creek,1,2,Anderson,But Boulay isn't....let me get you my number. Call me. Would you?,3360
Dawson's Creek,1,2,Anderson,*They kiss*,3361
Dawson's Creek,1,2,Anderson,Can I walk you somewhere?,3362
Dawson's Creek,1,2,Joey,No. You need to stay right here. In the moonlight. It's where you belong.,3363
Dawson's Creek,1,2,*CUT TO,Ruins.*,3364
Dawson's Creek,1,2,Jen,Dawson you were videotaping a really private moment.,3365
Dawson's Creek,1,2,Dawson,Let me explain. I wanted the moment to be perfect between us. I wanted to create something special. Worthy of how special I think you are.,3366
Dawson's Creek,1,2,Jen,Dawson you try too hard. You're over zealous.,3367
Dawson's Creek,1,2,Dawson,It's my downfall.,3368
Dawson's Creek,1,2,Jen,Why can't you just let the moment exist why do you feel the need to make it happen?,3369
Dawson's Creek,1,2,Dawson,"I just, I do. I don't know what else to say Jen except my intentions are nothing short of honorable. I've never met anyone like you before and you scare me.",3370
Dawson's Creek,1,2,Jen,I scare you?,3371
Dawson's Creek,1,2,Dawson,And I love the way you scare me but it makes me nervous and then I do or say something stupid and try to come up with ideas to make me smart so you won't think I'm stupid and then those ultimately backfire making me seem even more stupid. It's all a vicious cycle and I'm really at the end of my rope here Jen because all I want to do is kiss you and if I don't kiss you soon I'm going to explode.,3372
Dawson's Creek,1,2,Jen,"Oh, you know Dawson this really sucks.",3373
Dawson's Creek,1,2,Dawson,Why?,3374
Dawson's Creek,1,2,Jen,Now I'm scared.,3375
Dawson's Creek,1,2,Dawson,Why?,3376
Dawson's Creek,1,2,Jen,The kiss. You've built it up to be such a big deal. What if I'm a disappointment?,3377
Dawson's Creek,1,2,Dawson,Never happened.,3378
Dawson's Creek,1,2,*CUT TO,Joey getting into the truck with Bessie and Bodie.*,3379
Dawson's Creek,1,2,Bessie,Where were you?,3380
Dawson's Creek,1,2,Joey,Nowhere.,3381
Dawson's Creek,1,2,Bessie,Hey thanks for helping me out today.,3382
Dawson's Creek,1,2,Joey,She's being nice Bodie. What does this mean?,3383
Dawson's Creek,1,2,Bodie,Tread lightly.,3384
Dawson's Creek,1,2,Joey,Boulay? That restaurant in New York. It's on the East side isn't it?,3385
Dawson's Creek,1,2,Bodie,"No, it's in Tribeca. It closed down a couple of years ago. They had a great chef though. Why?",3386
Dawson's Creek,1,2,Joey,No reason.,3387
Dawson's Creek,1,2,Joey,*Joey drops the piece of paper with Anderson's number on it out the window.*,3388
Dawson's Creek,1,2,*CUT TO,Ruins.*,3389
Dawson's Creek,1,2,Dawson,All of the dumb things I do are rising around you. What does that mean when you keep doing dumb things around the same girl?,3390
Dawson's Creek,1,2,Jen,I'm sure something extremely *missed the word.*,3391
Dawson's Creek,1,2,Dawson,Oh no.,3392
Dawson's Creek,1,2,Jen,What?,3393
Dawson's Creek,1,2,Dawson,We've got to hide. Let's go.,3394
Dawson's Creek,1,2,Jen,Where are we going?,3395
Dawson's Creek,1,2,Dawson,I don't know.,3396
Dawson's Creek,1,2,Jen,"Who's coming? Okay, so what do we do?",3397
Dawson's Creek,1,2,Dawson,Huh?,3398
Dawson's Creek,1,2,Dawson,*Two people are in the ruins (It's Pacey and Tamara.)*,3399
Dawson's Creek,1,2,Jen,"Dawson, this is really gross and it smells.",3400
Dawson's Creek,1,2,Dawson,"I know, I know. Shh!",3401
Dawson's Creek,1,2,Dawson,"*""What would happen if we kissed"" starts playing.*",3402
Dawson's Creek,1,2,Jen,Ew there's like stuff in my hair.,3403
Dawson's Creek,1,2,Dawson,It's just like a cobweb or something.,3404
Dawson's Creek,1,2,Dawson,*They kiss*,3405
Dawson's Creek,1,2,*CUT TO,Pacey and Tamara. They are having s*x -- while being caught & recorded by Dawson's video camera*,3406
Dawson's Creek,1,3,Dawson,"Oh god, she's perfect.",3407
Dawson's Creek,1,3,Joey,"Perfect? Dawson, you disappoint me.",3408
Dawson's Creek,1,3,Dawson,"Those eyes, that hair...",3409
Dawson's Creek,1,3,Joey,"Well, I grant you that the girl has certain physical attributes but nothing so original or mysterious to want perfection.",3410
Dawson's Creek,1,3,Dawson,"Okay, easy.",3411
Dawson's Creek,1,3,Joey,"I mean, a face like that leaves nothing to the imagination. The well-maintained good looks of an upper-middle class New Yorker. There's no mystery there. I can see her entire future in that pose.",3412
Dawson's Creek,1,3,Dawson,Really?,3413
Dawson's Creek,1,3,Joey,"Yeah. In three years her above average SAT scores will grant her admission into a small liberal arts college somewhere in New England where she'll major in...art history before returning to Manhattan to marry a bond trader she meets some Saturday afternoon at America's cup watching party. Within a year they move to suburban Connecticut, refurbish an old farm house, and raise three neurotically perfect children.",3414
Dawson's Creek,1,3,Dawson,You've put quite a bit of thought into this.,3415
Dawson's Creek,1,3,Joey,Not really. It's just so obvious.,3416
Dawson's Creek,1,3,Dawson,"Well, to be honest, I think I prefer to let Jen surprise me, okay?",3417
Dawson's Creek,1,3,Joey,Suit yourself. I'm just trying to save you some time.,3418
Dawson's Creek,1,3,Dawson,Can you hand me that B roll (?) over there?,3419
Dawson's Creek,1,3,Dawson,*Joey hands it to him.*,3420
Dawson's Creek,1,3,Dawson,"(cont.) By the way, I'm taking suggestions on what to get my parents for a suitable anniversary gift. I'm at a total loss. I mean, what do you get two people who have spent every day together for the past like 20 years?",3421
Dawson's Creek,1,3,Joey,"Offhand, I'd say separate vacations.",3422
Dawson's Creek,1,3,Joey,*The video that was shot at the ruins of Pacey and Tamara is playing.*,3423
Dawson's Creek,1,3,Joey,"(cont.) Uh, Dawson? I know your cinematic influences are still evolving, but I never anticipated a Rustin Myer (?) phase.",3424
Dawson's Creek,1,3,Dawson,I didn't sh**t this.,3425
Dawson's Creek,1,3,Joey,"I think we found the perfect anniversary gift, Dawson. What is this?",3426
Dawson's Creek,1,3,Dawson,"I don't know, I swear, I didn't sh**t it. I must have left the camera running when we ran out of the ruins.",3427
Dawson's Creek,1,3,Joey,You know it's not without a certain quality.,3428
Dawson's Creek,1,3,Dawson,Very watchable.,3429
Dawson's Creek,1,3,Joey,Yeah.,3430
Dawson's Creek,1,3,Dawson,"It's funny, that woman looks familiar.",3431
Dawson's Creek,1,3,Joey,I know what you mean. If you brushed her hair out of her eyes a little....,3432
Dawson's Creek,1,3,Dawson,And maybe sat her behind a big school desk...,3433
Dawson's Creek,1,3,Joey,It could almost be...,3434
Dawson's Creek,1,3,Joey and Dawson,Miss Jacobs!,3435
Dawson's Creek,1,3,Joey and Dawson,*Dawson's Creek theme*,3436
Dawson's Creek,1,3,Joey and Dawson,"*S.S. Icehouse. Pacey, Joey, Dawson, and Jen are sitting and talking about the video.*",3437
Dawson's Creek,1,3,Dawson,"So there she is, on tape, doing it with some guy.",3438
Dawson's Creek,1,3,Jen,Miss Jacobs? As in 5th period English Miss Jacobs?,3439
Dawson's Creek,1,3,Dawson,The very same.,3440
Dawson's Creek,1,3,Pacey,Wait a minute. You have a tape of Tamara?,3441
Dawson's Creek,1,3,Joey,"Oh, I'm sorry, Pacey. I know you thought she was saving herself for you but...",3442
Dawson's Creek,1,3,Dawson,I was sh**ting some pickup at the ruins with Jen and we accidentily left the camera running when we ran out and the rest is pornographic history.,3443
Dawson's Creek,1,3,Dawson,"*Dawson, Joey, and Jen start laughing.*",3444
Dawson's Creek,1,3,Pacey,"God, that's really strange. Um, you can't tell who that guy is or anything, can you?",3445
Dawson's Creek,1,3,Dawson,Standard over the shoulder shot we can't see the guy's face.,3446
Dawson's Creek,1,3,Joey,So if you're thinking of tracking him down just look for the guy with the brown hair and throbbing neck muscles.,3447
Dawson's Creek,1,3,Pacey,"Uh, Dawson I think, uh, I think I should get to take a look at that tape.",3448
Dawson's Creek,1,3,Dawson,"Sure, we'll arrange a private screening for you.",3449
Dawson's Creek,1,3,Joey,"Yeah, so you can flag the bishop in privacy.",3450
Dawson's Creek,1,3,Pacey,You know that's really clever how you turn all the sexual repression into humor.,3451
Dawson's Creek,1,3,Jen,"You know what, you guys? I'm late, I should get going before Grams puts on the APB(?).",3452
Dawson's Creek,1,3,Dawson,I'll walk with you. Later kids!,3453
Dawson's Creek,1,3,Pacey,"Dawson, don't forget man, I want to see that tape.",3454
Dawson's Creek,1,3,Joey,Pervert.,3455
Dawson's Creek,1,3,Pacey,Prude.,3456
Dawson's Creek,1,3,Pacey,*CUT TO Dawson and Jen walking towards her house.*,3457
Dawson's Creek,1,3,Dawson,Pacey talks a lot like he's got all of this experience. It's a lot of bluster.,3458
Dawson's Creek,1,3,Jen,"You know, someone once said the more a person talks about it the worse they are at it.",3459
Dawson's Creek,1,3,Dawson,"Well, I hardly ever talk about it.",3460
Dawson's Creek,1,3,Jen,"I know, that's why I keep sticking around.",3461
Dawson's Creek,1,3,Jen,*They lean in to kiss but Jen catches a glimpse of her Grams in the window so she pulls away.*,3462
Dawson's Creek,1,3,Jen,"You know what, Dawson? Uh, now may not be the best time for this.",3463
Dawson's Creek,1,3,Dawson,I take it we're not alone.,3464
Dawson's Creek,1,3,Jen,"Practically a menage a trois. Just look at it this way, Dawson. Repressing desire can only make it more powerful. So the next time I see you, we are in for one titanic kiss.",3465
Dawson's Creek,1,3,Dawson,If I can survive the wait.,3466
Dawson's Creek,1,3,Jen,"It's not waiting Dawson, it's anticipation.",3467
Dawson's Creek,1,3,Jen,*She starts walking towards the house then comes back.*,3468
Dawson's Creek,1,3,Jen,Screw it.,3469
Dawson's Creek,1,3,Jen,*They kiss.*,3470
Dawson's Creek,1,3,Jen,*CUT TO Kitchen in Jen's house.*,3471
Dawson's Creek,1,3,Grams,Do you do these things to upset me Jennifer?,3472
Dawson's Creek,1,3,Jen,It was only a kiss Grams.,3473
Dawson's Creek,1,3,Grams,Only a kiss. I seem to remember a lot of trouble back in New York starting after only a kiss.,3474
Dawson's Creek,1,3,Jen,"You know, your definition of trouble is broader than anyone's I know.",3475
Dawson's Creek,1,3,Grams,Then why don't you tell me why you think your parents sent you here?,3476
Dawson's Creek,1,3,Jen,"Why don't you remind me Grams? I haven't heard a resitation of my sense for what, like, 15 minutes?",3477
Dawson's Creek,1,3,Grams,"I don't do this to tortue you, Jennifer, I do it so you won't stray down the same path twice.",3478
Dawson's Creek,1,3,Jen,"You know what, Grams, I'm bored of this. Of the way we talk to each other, of these conversations that we have that go round and round in these incredibly pedestrian circles and we say the same things over and over again. So let's just end this right now. What you saw outside with me and Dawson, Grams, was only a kiss.",3479
Dawson's Creek,1,3,Grams,Only a kiss...,3480
Dawson's Creek,1,3,Grams,*CUT TO the Leery living room.*,3481
Dawson's Creek,1,3,Mitch,How could you have never seen that before?,3482
Dawson's Creek,1,3,Gail,"I've never seen in before, I swear to God.",3483
Dawson's Creek,1,3,Mitch,"You're kidding. You mean, after 20 years of marriage...",3484
Dawson's Creek,1,3,Gail,"Not 20 yet, not until Monday.",3485
Dawson's Creek,1,3,Gail,*Dawson comes in.*,3486
Dawson's Creek,1,3,Mitch,"Hey Dawson, I want you to hear this. Your mother just told me that she's never before seen this scar underneath my chin, can you believe that?",3487
Dawson's Creek,1,3,Dawson,You mean the one that you got from that mo-ped accident like 10 years ago up in the cave?,3488
Dawson's Creek,1,3,Mitch,"Yes! Thank you, Dawson. Thank you very much. You see there, my son knows my face better than you do. Maybe you should start coming home early. See my face in the daylight for a change.",3489
Dawson's Creek,1,3,Mitch,*He leans down and kisses her. She pulls him back down for a more passionate kiss.*,3490
Dawson's Creek,1,3,Dawson,"Don't bother, I'll show myself out.",3491
Dawson's Creek,1,3,Dawson,*Dawson heads up the stairs towards his room to find Pacey digging through all of his tapes frantically searching for the tape of him and Tamara.*,3492
Dawson's Creek,1,3,Dawson,Pacey. Pacey! What are you doin'?,3493
Dawson's Creek,1,3,Pacey,The tape!,3494
Dawson's Creek,1,3,Dawson,The tape? Miss Jacobs?,3495
Dawson's Creek,1,3,Pacey,The tape! Yes the Miss Jacobs tape!,3496
Dawson's Creek,1,3,Dawson,"Stop! Dude, you're messing up my dailies! I told you I'd show you the tape, you couldn't wait?",3497
Dawson's Creek,1,3,Pacey,"No, I guess not.",3498
Dawson's Creek,1,3,Pacey,*Dawson walks towards the bookshelf and pulls out a hollow book with tapes inside.*,3499
Dawson's Creek,1,3,Dawson,"Dude, I knew you had it bad for her but calm down! It's no big deal. Here you go. You mad dog.",3500
Dawson's Creek,1,3,Pacey,Dawson?,3501
Dawson's Creek,1,3,Dawson,Yeah?,3502
Dawson's Creek,1,3,Pacey,"You know, maybe I haven't been entirely honest with you lately. I mean, not that I've lied to you or anything, just withheld some details.",3503
Dawson's Creek,1,3,Dawson,Okay...,3504
Dawson's Creek,1,3,Pacey,"Well, I'm not cursed with self awareness like you are, Dawson, but I know enough to know how people see me. I mean, I'm not the guy who gets the girl. The guy who talks about getting the girl, but not the guy who gets her. Enough people say that stuff about you and you start to believe it yourself.",3505
Dawson's Creek,1,3,Dawson,I'm not quite following you here Pacey.,3506
Dawson's Creek,1,3,Pacey,"I got the girl this time, Dawson.",3507
Dawson's Creek,1,3,Dawson,What?,3508
Dawson's Creek,1,3,Pacey,"Yeah. Call it the law of averages, call it an act of God, call it whatever you want, but I got her.",3509
Dawson's Creek,1,3,Dawson,"Who? Pacey, who'd you get?",3510
Dawson's Creek,1,3,Pacey,"Oh man, you know what, Dawson, I don't know how to tell you this but the guy with the brown hair and the throbbing neck muscles..the guy with Tamara Jacobs...uh, that's, that's me.",3511
Dawson's Creek,1,3,Dawson,No...,3512
Dawson's Creek,1,3,Pacey,"Yeah. I'm not just talking this time though, but, oh, I wish I was 'cause off the top of my head I could think of about 40 reasons why this tape could ruin my life. The least of which is the embarressment factor, I mean, no guy's first time should be captured on video.",3513
Dawson's Creek,1,3,Dawson,Are you crazy? I don't think there currently exists a word to describe my reaction.,3514
Dawson's Creek,1,3,Pacey,"But, I like her Dawson, I really do. And it's not just the s*x, man, I don't know, maybe this is too improbable and bizarre to ever work out.",3515
Dawson's Creek,1,3,Dawson,"Bizarre might be a word, yeah.",3516
Dawson's Creek,1,3,Pacey,"Yeah. Uh, this is, this is gonna sound a little strange but on the tape, I, did I look alright? Performance wise, did I cut it, man?",3517
Dawson's Creek,1,3,Dawson,"Yeah, you did fine, man. I mean, from what I could tell, yeah, you did fine.",3518
Dawson's Creek,1,3,Pacey,"Cool, man. Thanks. Uh, don't tell anybody or...",3519
Dawson's Creek,1,3,Dawson,Alright...,3520
Dawson's Creek,1,3,Dawson,*Pacey walks out the door.*,3521
Dawson's Creek,1,3,*CUT TO,Dawson and Joey shopping.*,3522
Dawson's Creek,1,3,Joey,"We could get them some candlesticks. A nice picture frame, maybe a piece of (missed the word).",3523
Dawson's Creek,1,3,Dawson,Do you really think they'd like something like that?,3524
Dawson's Creek,1,3,Joey,"Dawson, your parents are middle-aged, white suburbanites, they live for (missed the word again.).",3525
Dawson's Creek,1,3,Dawson,"You should see my parents lately. It's disgusting. They're like, half the time they're making out or dry humping in the living room. You know, what's sad is I'm actually jealous of my parent's s*x life.",3526
Dawson's Creek,1,3,Joey,What do you mean? Blondie isn't giving you any. I thought by now you would of uh..,3527
Dawson's Creek,1,3,Dawson,"You're real romantic, aren't you Joey?",3528
Dawson's Creek,1,3,Joey,"Well, personally I don't think you're going to get anywhere unless you off the wicked grandmother.",3529
Dawson's Creek,1,3,Joey,*Dawson sees his mom with Bob helping him pick out a sportscoat.*,3530
Dawson's Creek,1,3,Dawson,Mom?,3531
Dawson's Creek,1,3,Gail,"Dawson! Hello. Joey! What are you doin--well, this is a surprise. What brings you out here?",3532
Dawson's Creek,1,3,Dawson,Just doing some shopping.,3533
Dawson's Creek,1,3,Gail,Oh I'm sorry. Dawson this is,3534
Dawson's Creek,1,3,Bob,Bob Collinsworth.,3535
Dawson's Creek,1,3,Dawson,"Yeah. 6 and 11, right?",3536
Dawson's Creek,1,3,Bob,Right.,3537
Dawson's Creek,1,3,Gail,And Joey.,3538
Dawson's Creek,1,3,Bob,Hi.,3539
Dawson's Creek,1,3,Joey,Real thrill.,3540
Dawson's Creek,1,3,Bob,"Uh, listen your mom was just helping me out with a little wardrobe problem. Seems that station research has indicated, well, viewers like me, they hate my sportcoats. Anyways, it's wonderful to finally meet you Dawson. Your mother has told me all about your film, being a bit of an indy fan myself, I'd love to take a look at it whenever it's done.",3541
Dawson's Creek,1,3,Dawson,"Sure. Okay, yeah.",3542
Dawson's Creek,1,3,Gail,"Oh, uh, we really should get back to the prep session.",3543
Dawson's Creek,1,3,Bob,"Oh, she's right. Uh, take care. Pleasure to meet you both.",3544
Dawson's Creek,1,3,Gail,"See you at home, honey.",3545
Dawson's Creek,1,3,Dawson,Bye mom.,3546
Dawson's Creek,1,3,Gail,Bye Joey.,3547
Dawson's Creek,1,3,Dawson,"You know, it's funny, when I first saw Bob on television I thought he was a real tool but I don't know, now that I've met him in person he doesn't seem so bad. What do you think?",3548
Dawson's Creek,1,3,Joey,I think you had it right the first time.,3549
Dawson's Creek,1,3,Joey,*CUT TO Kitchen at Jen's house.*,3550
Dawson's Creek,1,3,Grams,Dare I ask?,3551
Dawson's Creek,1,3,Jen,"Your worst fears are founded Grams, I'm going to see Dawson. And, maybe I'm just asking for it right now, but I would rather you say whatever it is you're thinking than continue to look at me the way you are right now.",3552
Dawson's Creek,1,3,Grams,You know that boy only wants one thing from you.,3553
Dawson's Creek,1,3,Jen,"No, no. That's not Dawson at all. He's completely sweet and honest and romantic.",3554
Dawson's Creek,1,3,Grams,And him and that Potter girl. The way she climbs in and out of his bedroom window. I don't even want to guess.,3555
Dawson's Creek,1,3,Jen,"No, Dawson and Joey are just friends. Sure, I mean maybe there's some of that sexual tension thing that happens when a guy and a girl have been friends for so long but that's as far as it goes. And as far as Dawson and me go, Grams, you saw the entire highlight reel yesterday afternoon.",3556
Dawson's Creek,1,3,Grams,So I'd be correct in assuming you have certain feelings for him?,3557
Dawson's Creek,1,3,Jen,"Yeah, you would.",3558
Dawson's Creek,1,3,Grams,"Well, nothing can be done about that. I just hope that you can avoid making the mistakes, that you and I both know girls your age often make.",3559
Dawson's Creek,1,3,Jen,"You always find a way to get that last dig in, don't you?",3560
Dawson's Creek,1,3,Grams,"Oh, Jennifer, you exasperate me, everything I say isn't meant as criticism.",3561
Dawson's Creek,1,3,Jen,"No, I know, I know, some of it's meant as judgement.",3562
Dawson's Creek,1,3,*CUT TO,Pacey heading towards Tamara's table outside of the restaurant across from Screen Play Video.*,3563
Dawson's Creek,1,3,Pacey,Hey Tamara!,3564
Dawson's Creek,1,3,Tamara,"Hi. Well, this is a surprise.",3565
Dawson's Creek,1,3,Pacey,"Well, yeah, I saw you sitting here and just thought I'd come on over.",3566
Dawson's Creek,1,3,Tamara,"Well, I'm glad you did.",3567
Dawson's Creek,1,3,Pacey,"Oh, whatcha reading?",3568
Dawson's Creek,1,3,Tamara,"Oh, just the approved tenth grade reading curriculum, I'm trying to choose the next book for our class. Any suggestions?",3569
Dawson's Creek,1,3,Pacey,How about something with a little action in it this time?,3570
Dawson's Creek,1,3,Tamara,Action?,3571
Dawson's Creek,1,3,Pacey,"Yeah, s*x. I mean, what is our school board so afraid of? We're practically adults now, we can handle this stuff. A few blue novels are not going to k*ll us.",3572
Dawson's Creek,1,3,Tamara,Pacey. Every piece of literature that you read this year will have s*x in it. Everything you read last year probably as well.,3573
Dawson's Creek,1,3,Pacey,"But it's not real s*x. I mean, it's s*x as a cautionary tale, s*x is a warning. I'm not kidding about this. Every time somebody in one of those books has s*x, something bad has to happen to them. Romeo and Juliet. They have s*x, next thing you know they're k*ll*ing themselves. The Scarlet Letter. Ester Prinn has s*x and next thing you know she's an outcast for life. The, uh, Greek one...",3574
Dawson's Creek,1,3,Tamara,Edipus (sp?)?,3575
Dawson's Creek,1,3,Pacey,"Yeah, that one! That guy sleeps with some chick, who granted is his mother, he's so freaked out by it, he pokes out his own eyes. Okay? That's not real life. Correct me if I'm wrong, but it has been known to happen, that every once in awhile, two people sleep together, they enjoy it, and afterward everything works out fine.",3576
Dawson's Creek,1,3,Tamara,You really think that is possible?,3577
Dawson's Creek,1,3,Tamara,*Pacey puts his hand on Tamara's but she pulls away.*,3578
Dawson's Creek,1,3,Tamara,"*Dawson's room, on the video camera.*",3579
Dawson's Creek,1,3,Jen,Stephen?,3580
Dawson's Creek,1,3,Jen,*Sea Creature comes out and yells.*,3581
Dawson's Creek,1,3,Jen,*Jen screams.*,3582
Dawson's Creek,1,3,Jen,*Off camera.*,3583
Dawson's Creek,1,3,Dawson,"Alright, reaction. And I want complete honesty.",3584
Dawson's Creek,1,3,Jen,"Well, it's..",3585
Dawson's Creek,1,3,Dawson,"But before you actually say anything just know that your opinion means a lot to me and if you hate it, I can't even anticipate the down spiral it might send me on.",3586
Dawson's Creek,1,3,Jen,"Well, with my pathetic shreek aside, I think it's really good, Dawson. Very promising and I'm sure it's going to turn out great.",3587
Dawson's Creek,1,3,Dawson,Great?,3588
Dawson's Creek,1,3,Jen,Really great.,3589
Dawson's Creek,1,3,Dawson,"Um, I still have a lot of pre-dubbing to do tomorrow down at my mom's station. They let me use the equipment down there without too much hassle so um, but would you like to come along?",3590
Dawson's Creek,1,3,Jen,"Yeah, it sounds cool.",3591
Dawson's Creek,1,3,Dawson,Yeah? Really?,3592
Dawson's Creek,1,3,Jen,Why are you so surprised everytime I jump at the chance to spend time with you?,3593
Dawson's Creek,1,3,Dawson,I don't know. Natural skepticism perhaps?,3594
Dawson's Creek,1,3,Jen,"Well, get over it. Not everything in life has to be so complicated.",3595
Dawson's Creek,1,3,Jen,*Dawson walks over and sits next to Jen on the bed.*,3596
Dawson's Creek,1,3,Dawson,"You know, in the old movies, whenever two characters were in bed together the censors always made one of them keep one foot on the floor. Which I never really understood because I figured if the characters were clever enough they could still do almost anything.",3597
Dawson's Creek,1,3,Dawson,*They kiss and they start to fall back on the bed but Jen stops them.*,3598
Dawson's Creek,1,3,Jen,"Dawson, we've got plenty of time to prove our censors wrong we don't have to make our case today. Alright?",3599
Dawson's Creek,1,3,Dawson,Okay.,3600
Dawson's Creek,1,3,Dawson,*CUT TO Dawson's mom's studio where Jen is screaming into a microphone.*,3601
Dawson's Creek,1,3,Jen,Ahhh!,3602
Dawson's Creek,1,3,Dawson,Alright that was great. Can we see it with the picture?,3603
Dawson's Creek,1,3,Guy,"Sure, yeah. Seen your mom this morning yet, Dawson?",3604
Dawson's Creek,1,3,Dawson,"Nah, I'll track her down later. K here we go. We'll go again. This time more shock less anger.",3605
Dawson's Creek,1,3,Jen,"Alright. More shock, less anger. Ahhhh I'm sorry, Dawson...",3606
Dawson's Creek,1,3,Dawson,We'll take a break...,3607
Dawson's Creek,1,3,Dawson,*CUT TO Jen and Dawson by a soda machine.*,3608
Dawson's Creek,1,3,Dawson,I'm sorry if I was being a bit of a perfectionist in there. I get like that sometimes.,3609
Dawson's Creek,1,3,Jen,"Nah, I like a man who knows what he wants.",3610
Dawson's Creek,1,3,Dawson,Really? Sorta like me?,3611
Dawson's Creek,1,3,Jen,"Sorta. Aw, Dawson look there's your mom.",3612
Dawson's Creek,1,3,Jen,*Dawson turns to see his mom plant a kiss on Bob.*,3613
Dawson's Creek,1,3,*CUT TO,Dawson and Jen sitting on a bench.*,3614
Dawson's Creek,1,3,Jen,"Look, I know that your head must be spinning right now, and, I don't know, maybe, one of the things you're thinking is how unfair it is right now and you need to talk to someone but you're kind of stuck here with a little more than a semi-stranger. But, I mean, we always seem to have something to say to each other, even if our conversations are more banter than real talk, you know, fun and sweet and everything, but kind of on the surface. What I'm trying to say is that if you want to talk to somebody about this, I mean, really talk, I mean, I know we've never done that before, but I'd really like to be that person.",3615
Dawson's Creek,1,3,Jen,*CUT TO Dawson knocking on Joey's door.*,3616
Dawson's Creek,1,3,Dawson,I need to talk to you.,3617
Dawson's Creek,1,3,Joey,Okay.,3618
Dawson's Creek,1,3,Joey,*CUT TO Dawson and Joey outside.*,3619
Dawson's Creek,1,3,Dawson,"What I should really do is tell my dad. ""Dad the woman you're about to celebrate 20 blissful years of marriage with, well she's sleeping with Bob now."" Apparently the scent of his ice-blue aqua velvet was too much to resist.",3620
Dawson's Creek,1,3,Joey,I think we both know that's not the best idea Dawson.,3621
Dawson's Creek,1,3,Dawson,"God, I joked about them having an affair but I was never serious. You ever wonder what the rate of adultery is in this town? I mean, your parents, my parents. We live in like this Norman Rockwell picture postcard town with whitewash fences, and beachfront houses. Do you think people know?",3622
Dawson's Creek,1,3,Joey,People always know.,3623
Dawson's Creek,1,3,Dawson,"Well, we didn't. Right? Joey? I didn't know. Did you? You knew. How could you not say anything?!",3624
Dawson's Creek,1,3,Joey,Why? So you could hate me for telling you because you know that's what would have happened. Besides I thought you would have seen it by now.,3625
Dawson's Creek,1,3,Dawson,What?,3626
Dawson's Creek,1,3,Joey,"Well, you're a pretty perceptive guy, usually. I think we can agree that you've been a little preoccupied.",3627
Dawson's Creek,1,3,Dawson,What are you talking about?,3628
Dawson's Creek,1,3,Joey,"I'll give you a hint. Blonde hair, about the last stages of a B-cup.",3629
Dawson's Creek,1,3,Dawson,"Don't turn this into a discussion about Jen. Joey, you lied to me.",3630
Dawson's Creek,1,3,Joey,I didn't know how to sa--,3631
Dawson's Creek,1,3,Dawson,What? What are you threatened by Jen?,3632
Dawson's Creek,1,3,Joey,"Threatened, Dawson? No, I'm not threatened, I'm bored.",3633
Dawson's Creek,1,3,Dawson,You're bored so you lie to me to curve your own boredom.,3634
Dawson's Creek,1,3,Joey,I was trying to be your friend.,3635
Dawson's Creek,1,3,Dawson,"No, Joey, what you did was not the action of a friend. What you did, and let me make this perfectly clear, is disengage this friendship.",3636
Dawson's Creek,1,3,Joey,"No, Dawson. I was trying-- and I didn't-- I didn't know how to--",3637
Dawson's Creek,1,3,Dawson,"Searching for something to say, Joey? At a loss for words? Don't worry. Your actions are far more articulate. Bye....see ya later...have a nice life.",3638
Dawson's Creek,1,3,*CUT TO,Pacey watching Tamara and Mr. Gold across the street from Screen Play Video.*,3639
Dawson's Creek,1,3,*CUT TO,"Gail and Dawson, Leery's front lawn.*",3640
Dawson's Creek,1,3,Gail,"Oh, hi Dawson.",3641
Dawson's Creek,1,3,Dawson,Hi.,3642
Dawson's Creek,1,3,Gail,"Oh, I didn't see you at the station yesterday. I thought you were going to stop by and say hi.",3643
Dawson's Creek,1,3,Dawson,Things got a little crazy.,3644
Dawson's Creek,1,3,Gail,Sorry I missed you. Honey? Is there something bothering you?,3645
Dawson's Creek,1,3,Dawson,"No, I'm fine.",3646
Dawson's Creek,1,3,Gail,"Uh huh, well I don't believe you. You've never been good at disguising that look of preoccupation you get when something is bothering you. Okay, let me guess, one of the many women in your life has got your head spinning?",3647
Dawson's Creek,1,3,Dawson,Something like that.,3648
Dawson's Creek,1,3,Gail,Dawson?,3649
Dawson's Creek,1,3,*CUT TO,Dawson knocking on Jen's door.*,3650
Dawson's Creek,1,3,Grams,"Yes, what can I help you with?",3651
Dawson's Creek,1,3,Dawson,"Two things actually. First of all, I know you don't like me. You look at me like some sex-crazed teenager looking to corrupt your granddaughter, but I want to assure you that that's not the case. Not at all.",3652
Dawson's Creek,1,3,Grams,What's the second thing?,3653
Dawson's Creek,1,3,Dawson,"Um, I'm here to pick up Jen.",3654
Dawson's Creek,1,3,Grams,JENNIFER!,3655
Dawson's Creek,1,3,Grams,*CUT TO Jen and Dawson talking.*,3656
Dawson's Creek,1,3,Dawson,"I don't know, maybe it's me, I mean, maybe I have these old-fashioned ideas about fidelity which I obviously inherited from my father's side of the family. Oh, I'm sorry, am I starting to bore you?",3657
Dawson's Creek,1,3,Jen,No.,3658
Dawson's Creek,1,3,Dawson,'Cause I think I'm starting to bore myself.,3659
